Rekapitulasi Penjualan Harian
5Ayam Suwir Kecil - 25 gr;;Ayam Suwir Kecil - 25 gr;1;Pack;1,0;2,0;1,0; - ;2,0;1,0;1,0;1,0;8,0;1,0;2,0;1,0;2,0; - ;2,0;2,0;1,0;3,0;1,0;1,0;1,0;1,0;2,0;2,0;2,0;1,0;1,0; - ;1,0;2,0; - ;46;1.150;;;;;;;;;
5Sosis Sapi;;Sosis Sapi;1;Pcs;1,0;2,0;1,0; - ;2,0;1,0;1,0;1,0;8,0;1,0;2,0;1,0;2,0; - ;2,0;2,0;1,0;3,0;1,0;1,0;1,0;1,0;2,0;2,0;2,0;1,0;1,0; - ;1,0;2,0; - ;46;;;;;;;;;;
5Telur Ayam;;Telur Ayam;1;Pcs;1,0;2,0;1,0; - ;2,0;1,0;1,0;1,0;8,0;1,0;2,0;1,0;2,0; - ;2,0;2,0;1,0;3,0;1,0;1,0;1,0;1,0;2,0;2,0;2,0;1,0;1,0; - ;1,0;2,0; - ;46;;;;;;;;;;
5Minyak Goreng;;Minyak Goreng;20;Gram;20,0;40,0;20,0; - ;40,0;20,0;20,0;20,0;160,0;20,0;40,0;20,0;40,0; - ;40,0;40,0;20,0;60,0;20,0;20,0;20,0;20,0;40,0;40,0;40,0;20,0;20,0; - ;20,0;40,0; - ;920;;;;;;;;;;
5Chicken Powder;;Chicken Powder;2,5;Gram;2,5;5,0;2,5; - ;5,0;2,5;2,5;2,5;20,0;2,5;5,0;2,5;5,0; - ;5,0;5,0;2,5;7,5;2,5;2,5;2,5;2,5;5,0;5,0;5,0;2,5;2,5; - ;2,5;5,0; - ;115;;;;;;;;;;
5Kecap Asin;;Kecap Asin;2,5;Gram;2,5;5,0;2,5; - ;5,0;2,5;2,5;2,5;20,0;2,5;5,0;2,5;5,0; - ;5,0;5,0;2,5;7,5;2,5;2,5;2,5;2,5;5,0;5,0;5,0;2,5;2,5; - ;2,5;5,0; - ;115;;;;;;;;;;
5Daun Kemangi;;Daun Kemangi;10;Gram;10,0;20,0;10,0; - ;20,0;10,0;10,0;10,0;80,0;10,0;20,0;10,0;20,0; - ;20,0;20,0;10,0;30,0;10,0;10,0;10,0;10,0;20,0;20,0;20,0;10,0;10,0; - ;10,0;20,0; - ;460;;;;;;;;;;
5Kecap Inggris;;Kecap Inggris;2,5;Gram;2,5;5,0;2,5; - ;5,0;2,5;2,5;2,5;20,0;2,5;5,0;2,5;5,0; - ;5,0;5,0;2,5;7,5;2,5;2,5;2,5;2,5;5,0;5,0;5,0;2,5;2,5; - ;2,5;5,0; - ;115;;;;;;;;;;
5Kecap Ikan;;Kecap Ikan;2,5;Gram;2,5;5,0;2,5; - ;5,0;2,5;2,5;2,5;20,0;2,5;5,0;2,5;5,0; - ;5,0;5,0;2,5;7,5;2,5;2,5;2,5;2,5;5,0;5,0;5,0;2,5;2,5; - ;2,5;5,0; - ;115;;;;;;;;;;
5Minyak Wijen;;Minyak Wijen;2,5;Gram;2,5;5,0;2,5; - ;5,0;2,5;2,5;2,5;20,0;2,5;5,0;2,5;5,0; - ;5,0;5,0;2,5;7,5;2,5;2,5;2,5;2,5;5,0;5,0;5,0;2,5;2,5; - ;2,5;5,0; - ;115;;;;;;;;;;
5Gula Pasir;;Gula Pasir;2,5;Gram;2,5;5,0;2,5; - ;5,0;2,5;2,5;2,5;20,0;2,5;5,0;2,5;5,0; - ;5,0;5,0;2,5;7,5;2,5;2,5;2,5;2,5;5,0;5,0;5,0;2,5;2,5; - ;2,5;5,0; - ;115;;;;;;;;;;
5Lada Putih;;Lada Putih;2,5;Gram;2,5;5,0;2,5; - ;5,0;2,5;2,5;2,5;20,0;2,5;5,0;2,5;5,0; - ;5,0;5,0;2,5;7,5;2,5;2,5;2,5;2,5;5,0;5,0;5,0;2,5;2,5; - ;2,5;5,0; - ;115;;;;;;;;;;
5Vetsin;;Vetsin;2,5;Gram;2,5;5,0;2,5; - ;5,0;2,5;2,5;2,5;20,0;2,5;5,0;2,5;5,0; - ;5,0;5,0;2,5;7,5;2,5;2,5;2,5;2,5;5,0;5,0;5,0;2,5;2,5; - ;2,5;5,0; - ;115;;;;;;;;;;
5Kecap Manis;;Kecap Manis;2,5;Gram;2,5;5,0;2,5; - ;5,0;2,5;2,5;2,5;20,0;2,5;5,0;2,5;5,0; - ;5,0;5,0;2,5;7,5;2,5;2,5;2,5;2,5;5,0;5,0;5,0;2,5;2,5; - ;2,5;5,0; - ;115;;;;;;;;;;
5Mie Telur  - 140 gr;;Mie Telur  - 140 gr;1;Pcs;1,0;2,0;1,0; - ;2,0;1,0;1,0;1,0;8,0;1,0;2,0;1,0;2,0; - ;2,0;2,0;1,0;3,0;1,0;1,0;1,0;1,0;2,0;2,0;2,0;1,0;1,0; - ;1,0;2,0; - ;46;;;;;;;;;;
5Kerupuk - 11 Pcs;;Kerupuk - 11 Pcs;15;Gram;15,0;30,0;15,0; - ;30,0;15,0;15,0;15,0;120,0;15,0;30,0;15,0;30,0; - ;30,0;30,0;15,0;45,0;15,0;15,0;15,0;15,0;30,0;30,0;30,0;15,0;15,0; - ;15,0;30,0; - ;690;;;;;;;;;;
;;Nasi Ayam Lada Hitam;Qty Terjual;;2;4;6;2;1; - ;1;3;5;3; - ;3;1; - ;3;3;2;3;1; - ;1;6; - ; - ;1;2; - ;4; - ; - ;1;58;44;;;;;;;;;
5Paha Fillet Bumbu - 80 gr;;Paha Fillet Bumbu - 80 gr;1;Porsi;2,0;4,0;6,0;2,0;1,0; - ;1,0;3,0;5,0;3,0; - ;3,0;1,0; - ;3,0;3,0;2,0;3,0;1,0; - ;1,0;6,0; - ; - ;1,0;2,0; - ;4,0; - ; - ;1,0;58;4.640;;;;;;;;;
5Tepung Tapioka;;Tepung Tapioka;20;Gram;40,0;80,0;120,0;40,0;20,0; - ;20,0;60,0;100,0;60,0; - ;60,0;20,0; - ;60,0;60,0;40,0;60,0;20,0; - ;20,0;120,0; - ; - ;20,0;40,0; - ;80,0; - ; - ;20,0;1.160;;;;;;;;;;
5Saus Blackpepper - 35 gr;;Saus Blackpepper - 35 gr;35;Gram;70,0;140,0;210,0;70,0;35,0; - ;35,0;105,0;175,0;105,0; - ;105,0;35,0; - ;105,0;105,0;70,0;105,0;35,0; - ;35,0;210,0; - ; - ;35,0;70,0; - ;140,0; - ; - ;35,0;2.030;;;;;;;;;;
5Bawang Bombay;;Bawang Bombay;10;Gram;20,0;40,0;60,0;20,0;10,0; - ;10,0;30,0;50,0;30,0; - ;30,0;10,0; - ;30,0;30,0;20,0;30,0;10,0; - ;10,0;60,0; - ; - ;10,0;20,0; - ;40,0; - ; - ;10,0;580;;;;;;;;;;
5Nasi Putih Besar - 180 gr;;Nasi Putih Besar - 180 gr;1;Porsi;2,0;4,0;6,0;2,0;1,0; - ;1,0;3,0;5,0;3,0; - ;3,0;1,0; - ;3,0;3,0;2,0;3,0;1,0; - ;1,0;6,0; - ; - ;1,0;2,0; - ;4,0; - ; - ;1,0;58;10.440;;;;;;;;;
5Telur Ayam;;Telur Ayam;1;Pcs;2,0;4,0;6,0;2,0;1,0; - ;1,0;3,0;5,0;3,0; - ;3,0;1,0; - ;3,0;3,0;2,0;3,0;1,0; - ;1,0;6,0; - ; - ;1,0;2,0; - ;4,0; - ; - ;1,0;58;;;;;;;;;;
;;Nasi Ayam Teriyaki;Qty Terjual;; - ;2;1; - ; - ;2;2;4;2; - ; - ;1;3;1;2;4;1;6;1;1; - ;1; - ;2;2; - ;1; - ; - ;4;1;44;33;;;;;;;;;
5Paha Fillet Bumbu - 80 gr;;Paha Fillet Bumbu - 80 gr;1;Porsi; - ;2,0;1,0; - ; - ;2,0;2,0;4,0;2,0; - ; - ;1,0;3,0;1,0;2,0;4,0;1,0;6,0;1,0;1,0; - ;1,0; - ;2,0;2,0; - ;1,0; - ; - ;4,0;1,0;44;3.520;;;;;;;;;
5Tepung Tapioka;;Tepung Tapioka;20;Gram; - ;40,0;20,0; - ; - ;40,0;40,0;80,0;40,0; - ; - ;20,0;60,0;20,0;40,0;80,0;20,0;120,0;20,0;20,0; - ;20,0; - ;40,0;40,0; - ;20,0; - ; - ;80,0;20,0;880;;;;;;;;;;
5Saus Teriyaki - 35 gr;;Saus Teriyaki - 35 gr;35;Gram; - ;70,0;35,0; - ; - ;70,0;70,0;140,0;70,0; - ; - ;35,0;105,0;35,0;70,0;140,0;35,0;210,0;35,0;35,0; - ;35,0; - ;70,0;70,0; - ;35,0; - ; - ;140,0;35,0;1.540;;;;;;;;;;
5Bawang Bombay;;Bawang Bombay;10;Gram; - ;20,0;10,0; - ; - ;20,0;20,0;40,0;20,0; - ; - ;10,0;30,0;10,0;20,0;40,0;10,0;60,0;10,0;10,0; - ;10,0; - ;20,0;20,0; - ;10,0; - ; - ;40,0;10,0;440;;;;;;;;;;
5Biji Wijen;;Biji Wijen;2;Gram; - ;4,0;2,0; - ; - ;4,0;4,0;8,0;4,0; - ; - ;2,0;6,0;2,0;4,0;8,0;2,0;12,0;2,0;2,0; - ;2,0; - ;4,0;4,0; - ;2,0; - ; - ;8,0;2,0;88;;;;;;;;;;
5Nasi Putih Besar - 180 gr;;Nasi Putih Besar - 180 gr;1;Porsi; - ;2,0;1,0; - ; - ;2,0;2,0;4,0;2,0; - ; - ;1,0;3,0;1,0;2,0;4,0;1,0;6,0;1,0;1,0; - ;1,0; - ;2,0;2,0; - ;1,0; - ; - ;4,0;1,0;44;7920;;;;;;;;;
5Telur Ayam;;Telur Ayam;1;Pcs; - ;2,0;1,0; - ; - ;2,0;2,0;4,0;2,0; - ; - ;1,0;3,0;1,0;2,0;4,0;1,0;6,0;1,0;1,0; - ;1,0; - ;2,0;2,0; - ;1,0; - ; - ;4,0;1,0;44;;;;;;;;;;
;;Nasi Sapi Lada Hitam;Qty Terjual;;1;11; - ; - ;1;1;2; - ;4; - ;2;9;1;1;1;2; - ;2;3;2;2; - ;4;2;2; - ;2;4; - ;1; - ;60;45;;;;;;;;;
5Saus Blackpepper - 35 gr;;Saus Blackpepper - 35 gr;35;Gram;35,0;385,0; - ; - ;35,0;35,0;70,0; - ;140,0; - ;70,0;315,0;35,0;35,0;35,0;70,0; - ;70,0;105,0;70,0;70,0; - ;140,0;70,0;70,0; - ;70,0;140,0; - ;35,0; - ;2.100;;;;;;;;;;
5Beef Slice - 100 gr;;Beef Slice - 100 gr;1;Porsi;1,0;11,0; - ; - ;1,0;1,0;2,0; - ;4,0; - ;2,0;9,0;1,0;1,0;1,0;2,0; - ;2,0;3,0;2,0;2,0; - ;4,0;2,0;2,0; - ;2,0;4,0; - ;1,0; - ;60;6.000;;;;;;;;;
5Bawang Bombay;;Bawang Bombay;10;Gram;10,0;110,0; - ; - ;10,0;10,0;20,0; - ;40,0; - ;20,0;90,0;10,0;10,0;10,0;20,0; - ;20,0;30,0;20,0;20,0; - ;40,0;20,0;20,0; - ;20,0;40,0; - ;10,0; - ;600;;;;;;;;;;
5Nasi Putih Besar - 180 gr;;Nasi Putih Besar - 180 gr;1;Porsi;1,0;11,0; - ; - ;1,0;1,0;2,0; - ;4,0; - ;2,0;9,0;1,0;1,0;1,0;2,0; - ;2,0;3,0;2,0;2,0; - ;4,0;2,0;2,0; - ;2,0;4,0; - ;1,0; - ;60;10.800;;;;;;;;;
5Telur Ayam;;Telur Ayam;1;Pcs;1,0;11,0; - ; - ;1,0;1,0;2,0; - ;4,0; - ;2,0;9,0;1,0;1,0;1,0;2,0; - ;2,0;3,0;2,0;2,0; - ;4,0;2,0;2,0; - ;2,0;4,0; - ;1,0; - ;60;;;;;;;;;;
;;Spaghetti Aglio E Olio;Qty Terjual;; - ;3; - ; - ; - ; - ;3; - ;2;1;4;2; - ;1; - ;1;2; - ;1;2; - ; - ; - ;1;1;3; - ;1;1; - ;1;30;22;;;;;;;;;
5Bawang Putih;;Bawang Putih;5;Gram; - ;15,0; - ; - ; - ; - ;15,0; - ;10,0;5,0;20,0;10,0; - ;5,0; - ;5,0;10,0; - ;5,0;10,0; - ; - ; - ;5,0;5,0;15,0; - ;5,0;5,0; - ;5,0;150;;;;;;;;;;
5Bawang Bombay;;Bawang Bombay;8;Gram; - ;24,0; - ; - ; - ; - ;24,0; - ;16,0;8,0;32,0;16,0; - ;8,0; - ;8,0;16,0; - ;8,0;16,0; - ; - ; - ;8,0;8,0;24,0; - ;8,0;8,0; - ;8,0;240;;;;;;;;;;
5Cabai Rawit Merah;;Cabai Rawit Merah;4;Gram; - ;12,0; - ; - ; - ; - ;12,0; - ;8,0;4,0;16,0;8,0; - ;4,0; - ;4,0;8,0; - ;4,0;8,0; - ; - ; - ;4,0;4,0;12,0; - ;4,0;4,0; - ;4,0;120;;;;;;;;;;
5Oregano;;Oregano;1;Gram; - ;3,0; - ; - ; - ; - ;3,0; - ;2,0;1,0;4,0;2,0; - ;1,0; - ;1,0;2,0; - ;1,0;2,0; - ; - ; - ;1,0;1,0;3,0; - ;1,0;1,0; - ;1,0;30;;;;;;;;;;
5Parsley;;Parsley;0,5;Gram; - ;1,5; - ; - ; - ; - ;1,5; - ;1,0;0,5;2,0;1,0; - ;0,5; - ;0,5;1,0; - ;0,5;1,0; - ; - ; - ;0,5;0,5;1,5; - ;0,5;0,5; - ;0,5;15;;;;;;;;;;
5Paha Fillet Bumbu - 80 gr;;Paha Fillet Bumbu - 80 gr;1;Porsi; - ;3,0; - ; - ; - ; - ;3,0; - ;2,0;1,0;4,0;2,0; - ;1,0; - ;1,0;2,0; - ;1,0;2,0; - ; - ; - ;1,0;1,0;3,0; - ;1,0;1,0; - ;1,0;30;2.400;;;;;;;;;
5Smoked Beef;;Smoked Beef;1;Pcs; - ;3,0; - ; - ; - ; - ;3,0; - ;2,0;1,0;4,0;2,0; - ;1,0; - ;1,0;2,0; - ;1,0;2,0; - ; - ; - ;1,0;1,0;3,0; - ;1,0;1,0; - ;1,0;30;;;;;;;;;;
5Garam;;Garam;1;Gram; - ;3,0; - ; - ; - ; - ;3,0; - ;2,0;1,0;4,0;2,0; - ;1,0; - ;1,0;2,0; - ;1,0;2,0; - ; - ; - ;1,0;1,0;3,0; - ;1,0;1,0; - ;1,0;30;;;;;;;;;;
5Chicken Powder;;Chicken Powder;1;Gram; - ;3,0; - ; - ; - ; - ;3,0; - ;2,0;1,0;4,0;2,0; - ;1,0; - ;1,0;2,0; - ;1,0;2,0; - ; - ; - ;1,0;1,0;3,0; - ;1,0;1,0; - ;1,0;30;;;;;;;;;;
5Gula Pasir;;Gula Pasir;1;Gram; - ;3,0; - ; - ; - ; - ;3,0; - ;2,0;1,0;4,0;2,0; - ;1,0; - ;1,0;2,0; - ;1,0;2,0; - ; - ; - ;1,0;1,0;3,0; - ;1,0;1,0; - ;1,0;30;;;;;;;;;;
5Paprika Powder;;Paprika Powder;1;Gram; - ;3,0; - ; - ; - ; - ;3,0; - ;2,0;1,0;4,0;2,0; - ;1,0; - ;1,0;2,0; - ;1,0;2,0; - ; - ; - ;1,0;1,0;3,0; - ;1,0;1,0; - ;1,0;30;;;;;;;;;;
5Spaghetti - 140 gr;;Spaghetti - 140 gr;1;Porsi; - ;3,0; - ; - ; - ; - ;3,0; - ;2,0;1,0;4,0;2,0; - ;1,0; - ;1,0;2,0; - ;1,0;2,0; - ; - ; - ;1,0;1,0;3,0; - ;1,0;1,0; - ;1,0;30;;;;;;;;;;
5Parmesan Cheese;;Parmesan Cheese;10;Gram; - ;30,0; - ; - ; - ; - ;30,0; - ;20,0;10,0;40,0;20,0; - ;10,0; - ;10,0;20,0; - ;10,0;20,0; - ; - ; - ;10,0;10,0;30,0; - ;10,0;10,0; - ;10,0;300;;;;;;;;;;
5Jamur kancing;;Jamur kancing;20;Gram; - ;60,0; - ; - ; - ; - ;60,0; - ;40,0;20,0;80,0;40,0; - ;20,0; - ;20,0;40,0; - ;20,0;40,0; - ; - ; - ;20,0;20,0;60,0; - ;20,0;20,0; - ;20,0;600;;;;;;;;;;
5Lada Putih;;Lada Putih;1;Gram; - ;3,0; - ; - ; - ; - ;3,0; - ;2,0;1,0;4,0;2,0; - ;1,0; - ;1,0;2,0; - ;1,0;2,0; - ; - ; - ;1,0;1,0;3,0; - ;1,0;1,0; - ;1,0;30;;;;;;;;;;
5Garlic Bread - 2 Pcs;;Garlic Bread - 2 Pcs;2;Porsi; - ;6,0; - ; - ; - ; - ;6,0; - ;4,0;2,0;8,0;4,0; - ;2,0; - ;2,0;4,0; - ;2,0;4,0; - ; - ; - ;2,0;2,0;6,0; - ;2,0;2,0; - ;2,0;60;;;;;;;;;;
;;Spaghetti Carbonara;Qty Terjual;; - ; - ;1;2;1;1;3;1; - ;1;3;2;1;2;1;3;5;5;3; - ;1;1; - ;6;2; - ;1; - ;1;1; - ;48;36;;;;;;;;;
5Bawang Putih;;Bawang Putih;5;Gram; - ; - ;5,0;10,0;5,0;5,0;15,0;5,0; - ;5,0;15,0;10,0;5,0;10,0;5,0;15,0;25,0;25,0;15,0; - ;5,0;5,0; - ;30,0;10,0; - ;5,0; - ;5,0;5,0; - ;240;;;;;;;;;;
5Bawang Bombay;;Bawang Bombay;5;Gram; - ; - ;5,0;10,0;5,0;5,0;15,0;5,0; - ;5,0;15,0;10,0;5,0;10,0;5,0;15,0;25,0;25,0;15,0; - ;5,0;5,0; - ;30,0;10,0; - ;5,0; - ;5,0;5,0; - ;240;;;;;;;;;;
5Fresh Milk;;Fresh Milk;150;Gram; - ; - ;150,0;300,0;150,0;150,0;450,0;150,0; - ;150,0;450,0;300,0;150,0;300,0;150,0;450,0;750,0;750,0;450,0; - ;150,0;150,0; - ;900,0;300,0; - ;150,0; - ;150,0;150,0; - ;7.200;;;;;;;;;;
5Oregano;;Oregano;0,5;Gram; - ; - ;0,5;1,0;0,5;0,5;1,5;0,5; - ;0,5;1,5;1,0;0,5;1,0;0,5;1,5;2,5;2,5;1,5; - ;0,5;0,5; - ;3,0;1,0; - ;0,5; - ;0,5;0,5; - ;24;;;;;;;;;;
5Parsley;;Parsley;0,5;Gram; - ; - ;0,5;1,0;0,5;0,5;1,5;0,5; - ;0,5;1,5;1,0;0,5;1,0;0,5;1,5;2,5;2,5;1,5; - ;0,5;0,5; - ;3,0;1,0; - ;0,5; - ;0,5;0,5; - ;24;;;;;;;;;;
5Smoked Beef;;Smoked Beef;1;Pcs; - ; - ;1,0;2,0;1,0;1,0;3,0;1,0; - ;1,0;3,0;2,0;1,0;2,0;1,0;3,0;5,0;5,0;3,0; - ;1,0;1,0; - ;6,0;2,0; - ;1,0; - ;1,0;1,0; - ;48;;;;;;;;;;
5Garam;;Garam;1;Gram; - ; - ;1,0;2,0;1,0;1,0;3,0;1,0; - ;1,0;3,0;2,0;1,0;2,0;1,0;3,0;5,0;5,0;3,0; - ;1,0;1,0; - ;6,0;2,0; - ;1,0; - ;1,0;1,0; - ;48;;;;;;;;;;
5Chicken Powder;;Chicken Powder;1;Gram; - ; - ;1,0;2,0;1,0;1,0;3,0;1,0; - ;1,0;3,0;2,0;1,0;2,0;1,0;3,0;5,0;5,0;3,0; - ;1,0;1,0; - ;6,0;2,0; - ;1,0; - ;1,0;1,0; - ;48;;;;;;;;;;
5Gula Pasir;;Gula Pasir;1;Gram; - ; - ;1,0;2,0;1,0;1,0;3,0;1,0; - ;1,0;3,0;2,0;1,0;2,0;1,0;3,0;5,0;5,0;3,0; - ;1,0;1,0; - ;6,0;2,0; - ;1,0; - ;1,0;1,0; - ;48;;;;;;;;;;
5Spaghetti - 140 gr;;Spaghetti - 140 gr;1;Porsi; - ; - ;1,0;2,0;1,0;1,0;3,0;1,0; - ;1,0;3,0;2,0;1,0;2,0;1,0;3,0;5,0;5,0;3,0; - ;1,0;1,0; - ;6,0;2,0; - ;1,0; - ;1,0;1,0; - ;48;;;;;;;;;;
5Parmesan Cheese;;Parmesan Cheese;10;Gram; - ; - ;10,0;20,0;10,0;10,0;30,0;10,0; - ;10,0;30,0;20,0;10,0;20,0;10,0;30,0;50,0;50,0;30,0; - ;10,0;10,0; - ;60,0;20,0; - ;10,0; - ;10,0;10,0; - ;480;;;;;;;;;;
5Jamur kancing;;Jamur kancing;20;Gram; - ; - ;20,0;40,0;20,0;20,0;60,0;20,0; - ;20,0;60,0;40,0;20,0;40,0;20,0;60,0;100,0;100,0;60,0; - ;20,0;20,0; - ;120,0;40,0; - ;20,0; - ;20,0;20,0; - ;960;;;;;;;;;;
5Cheddar Cheese;;Cheddar Cheese;1;Pcs; - ; - ;1,0;2,0;1,0;1,0;3,0;1,0; - ;1,0;3,0;2,0;1,0;2,0;1,0;3,0;5,0;5,0;3,0; - ;1,0;1,0; - ;6,0;2,0; - ;1,0; - ;1,0;1,0; - ;48;;;;;;;;;;
5Lada Putih;;Lada Putih;1;Gram; - ; - ;1,0;2,0;1,0;1,0;3,0;1,0; - ;1,0;3,0;2,0;1,0;2,0;1,0;3,0;5,0;5,0;3,0; - ;1,0;1,0; - ;6,0;2,0; - ;1,0; - ;1,0;1,0; - ;48;;;;;;;;;;
;;Spaghetti Sajati;Qty Terjual;; - ; - ; - ; - ; - ; - ;1; - ;1; - ; - ; - ; - ; - ; - ;1;1; - ; - ; - ; - ; - ; - ;1; - ; - ; - ;1; - ; - ; - ;6;4;;;;;;;;;
5Bumbu Nasi Goreng - 40 Gr;;Bumbu Nasi Goreng - 40 Gr;5;Gram; - ; - ; - ; - ; - ; - ;5,0; - ;5,0; - ; - ; - ; - ; - ; - ;5,0;5,0; - ; - ; - ; - ; - ; - ;5,0; - ; - ; - ;5,0; - ; - ; - ;30;;;;;;;;;;
5Fresh Milk;;Fresh Milk;5;Gram; - ; - ; - ; - ; - ; - ;5,0; - ;5,0; - ; - ; - ; - ; - ; - ;5,0;5,0; - ; - ; - ; - ; - ; - ;5,0; - ; - ; - ;5,0; - ; - ; - ;30;;;;;;;;;;
5Oregano;;Oregano;150;Gram; - ; - ; - ; - ; - ; - ;150,0; - ;150,0; - ; - ; - ; - ; - ; - ;150,0;150,0; - ; - ; - ; - ; - ; - ;150,0; - ; - ; - ;150,0; - ; - ; - ;900;;;;;;;;;;
5Baso Sapi;;Baso Sapi;0,5;Gram; - ; - ; - ; - ; - ; - ;0,5; - ;0,5; - ; - ; - ; - ; - ; - ;0,5;0,5; - ; - ; - ; - ; - ; - ;0,5; - ; - ; - ;0,5; - ; - ; - ;3;;;;;;;;;;
5Sosis Sapi;;Sosis Sapi;0,5;Gram; - ; - ; - ; - ; - ; - ;0,5; - ;0,5; - ; - ; - ; - ; - ; - ;0,5;0,5; - ; - ; - ; - ; - ; - ;0,5; - ; - ; - ;0,5; - ; - ; - ;3;;;;;;;;;;
5Garam;;Garam;1;Pcs; - ; - ; - ; - ; - ; - ;1,0; - ;1,0; - ; - ; - ; - ; - ; - ;1,0;1,0; - ; - ; - ; - ; - ; - ;1,0; - ; - ; - ;1,0; - ; - ; - ;6;;;;;;;;;;
5Chicken Powder;;Chicken Powder;1;Gram; - ; - ; - ; - ; - ; - ;1,0; - ;1,0; - ; - ; - ; - ; - ; - ;1,0;1,0; - ; - ; - ; - ; - ; - ;1,0; - ; - ; - ;1,0; - ; - ; - ;6;;;;;;;;;;
5Gula Pasir;;Gula Pasir;1;Gram; - ; - ; - ; - ; - ; - ;1,0; - ;1,0; - ; - ; - ; - ; - ; - ;1,0;1,0; - ; - ; - ; - ; - ; - ;1,0; - ; - ; - ;1,0; - ; - ; - ;6;;;;;;;;;;
5Spaghetti - 140 gr;;Spaghetti - 140 gr;1;Gram; - ; - ; - ; - ; - ; - ;1,0; - ;1,0; - ; - ; - ; - ; - ; - ;1,0;1,0; - ; - ; - ; - ; - ; - ;1,0; - ; - ; - ;1,0; - ; - ; - ;6;;;;;;;;;;
5Jamur kancing;;Jamur kancing;20;Gram; - ; - ; - ; - ; - ; - ;20,0; - ;20,0; - ; - ; - ; - ; - ; - ;20,0;20,0; - ; - ; - ; - ; - ; - ;20,0; - ; - ; - ;20,0; - ; - ; - ;120;;;;;;;;;;
5Lada Putih;;Lada Putih;10;Gram; - ; - ; - ; - ; - ; - ;10,0; - ;10,0; - ; - ; - ; - ; - ; - ;10,0;10,0; - ; - ; - ; - ; - ; - ;10,0; - ; - ; - ;10,0; - ; - ; - ;60;;;;;;;;;;
5Parsley;;Parsley;20;Gram; - ; - ; - ; - ; - ; - ;20,0; - ;20,0; - ; - ; - ; - ; - ; - ;20,0;20,0; - ; - ; - ; - ; - ; - ;20,0; - ; - ; - ;20,0; - ; - ; - ;120;;;;;;;;;;
5Vetsin;;Vetsin;1;Pcs; - ; - ; - ; - ; - ; - ;1,0; - ;1,0; - ; - ; - ; - ; - ; - ;1,0;1,0; - ; - ; - ; - ; - ; - ;1,0; - ; - ; - ;1,0; - ; - ; - ;6;;;;;;;;;;
;;Sayap Ayam Bawang Kailan;Qty Terjual;;1;1;1;1; - ; - ; - ;1; - ;1;2;2; - ;2;3;1;1;2;2; - ;4;1; - ;1;2;3;2;4; - ;2; - ;40;25;;;;;;;;;
5Sayap Ayam Bawang - 6 Pcs;;Sayap Ayam Bawang - 6 Pcs;1;pax;1,0;1,0;1,0;1,0; - ; - ; - ;1,0; - ;1,0;2,0;2,0; - ;2,0;3,0;1,0;1,0;2,0;2,0; - ;4,0;1,0; - ;1,0;2,0;3,0;2,0;4,0; - ;2,0; - ;40;;;;;;;;;;
5Bihun Crispy - 10 gr;;Bihun Crispy - 10 gr;10;Gram;10,0;10,0;10,0;10,0; - ; - ; - ;10,0; - ;10,0;20,0;20,0; - ;20,0;30,0;10,0;10,0;20,0;20,0; - ;40,0;10,0; - ;10,0;20,0;30,0;20,0;40,0; - ;20,0; - ;400;;;;;;;;;;
5Kailan Crispy - 20 gr;;Kailan Crispy - 20 gr;20;Gram;20,0;20,0;20,0;20,0; - ; - ; - ;20,0; - ;20,0;40,0;40,0; - ;40,0;60,0;20,0;20,0;40,0;40,0; - ;80,0;20,0; - ;20,0;40,0;60,0;40,0;80,0; - ;40,0; - ;800;;;;;;;;;;
;;Tahu Lada Garam;Qty Terjual;;4;5;2;5;2;7;5;5;8;8;8;6;1;4;4;6;2;3;3;3;2;2;3;3;6;4;3;1;3;8;2;128;93;;;;;;;;;
5Tahu Kuning;;Tahu Kuning;2;Pcs;8,0;10,0;4,0;10,0;4,0;14,0;10,0;10,0;16,0;16,0;16,0;12,0;2,0;8,0;8,0;12,0;4,0;6,0;6,0;6,0;4,0;4,0;6,0;6,0;12,0;8,0;6,0;2,0;6,0;16,0;4,0;256;;;;;;;;;;
5Tepung Maizena;;Tepung Maizena;50;Gram;200,0;250,0;100,0;250,0;100,0;350,0;250,0;250,0;400,0;400,0;400,0;300,0;50,0;200,0;200,0;300,0;100,0;150,0;150,0;150,0;100,0;100,0;150,0;150,0;300,0;200,0;150,0;50,0;150,0;400,0;100,0;6.400;;;;;;;;;;
5Tepung Tapioka;;Tepung Tapioka;12,5;Gram;50,0;62,5;25,0;62,5;25,0;87,5;62,5;62,5;100,0;100,0;100,0;75,0;12,5;50,0;50,0;75,0;25,0;37,5;37,5;37,5;25,0;25,0;37,5;37,5;75,0;50,0;37,5;12,5;37,5;100,0;25,0;1.600;;;;;;;;;;
5Bawang Daun;;Bawang Daun;5;Gram;20,0;25,0;10,0;25,0;10,0;35,0;25,0;25,0;40,0;40,0;40,0;30,0;5,0;20,0;20,0;30,0;10,0;15,0;15,0;15,0;10,0;10,0;15,0;15,0;30,0;20,0;15,0;5,0;15,0;40,0;10,0;640;;;;;;;;;;
